gene,total_counts,expressed_cells
AC092691.3,0.0,0
AC010638.1,0.0,0
AC073342.2,0.0,0
AC010646.1,0.0,0
AC073336.1,0.0,0
INSM2,0.0,0
INSL4,0.0,0
AC131934.1,0.0,0
AC131902.2,0.0,0
AC131902.1,0.0,0
AC132825.3,0.0,0
AC132807.2,0.0,0
IQCF2,0.0,0
IQCF1,0.0,0
AC092634.5,0.0,0
IGHV3-73,0.0,0
AL157378.1,0.0,0
IGHV3-66,0.0,0
AC073842.1,0.0,0
AC073834.1,0.0,0
AC073657.1,0.0,0
AC073655.1,0.0,0
AC073651.1,0.0,0
AC073641.1,0.0,0
AC073636.1,0.0,0
AC073626.1,0.0,0
AC073612.1,0.0,0
IGBP1-AS2,0.0,0
IGBP1-AS1,0.0,0
EIF1AX-AS1,0.0,0
IGSF21-AS1,0.0,0
IGHVIV-44-1,0.0,0
IGHVIII-76-1,0.0,0
IGHVII-74-1,0.0,0
IGHV5-78,0.0,0
IGHV3-79,0.0,0
IGHV3-76,0.0,0
IGHV3-75,0.0,0
IGLV10-54,0.0,0
IGHV3-53,0.0,0
IGHV3-49,0.0,0
VSX1,0.0,0
IGKV2-26,0.0,0
IGFL4,0.0,0
AL157392.1,0.0,0
AC073941.1,0.0,0
AC073912.1,0.0,0
AC073896.5,0.0,0
AC073896.1,0.0,0
AC092376.1,0.0,0
AC073578.2,0.0,0
IGF2-AS,0.0,0
AL139354.1,0.0,0
AL157359.2,0.0,0
AC092343.1,0.0,0
AC092338.1,0.0,0
AC092337.1,0.0,0
AC092326.1,0.0,0
IGF2BP2-AS1,0.0,0
AL157373.1,0.0,0
TCTE1,0.0,0
TCP11X1,0.0,0
AC007652.1,0.0,0
TECRL,0.0,0
TDRG1,0.0,0
AC008764.5,0.0,0
AC008764.4,0.0,0
AC008764.2,0.0,0
AC008764.1,0.0,0
AC008763.3,0.0,0
AL606516.1,0.0,0
AL157371.2,0.0,0
AL606468.1,0.0,0
IGFL2-AS1,0.0,0
AL391845.2,0.0,0
AC131160.1,0.0,0
IL17REL,0.0,0
AP002840.1,0.0,0
AL391811.1,0.0,0
AC008871.1,0.0,0
AC008870.4,0.0,0
AC008870.3,0.0,0
AC008869.1,0.0,0
AC008852.1,0.0,0
AC008840.1,0.0,0
AL627309.2,0.0,0
AL626787.1,0.0,0
AC008780.2,0.0,0
AC008780.1,0.0,0
IGFL3,0.0,0
AL391704.2,0.0,0
IL17F,0.0,0
AP002856.1,0.0,0
AP002989.1,0.0,0
IL20RB-AS1,0.0,0
EGFLAM-AS4,0.0,0
IL13,0.0,0
EGLN3-AS1,0.0,0
AC092625.1,0.0,0
AC092620.3,0.0,0
IL21-AS1,0.0,0
IL21,0.0,0
IL12B,0.0,0
IL12A-AS1,0.0,0
AC008770.2,0.0,0
AC131159.1,0.0,0
AC131157.1,0.0,0
IGSF11-AS1,0.0,0
IGLVIVOR22-1,0.0,0
IGLV5-52,0.0,0
IGLV3-10,0.0,0
AC092484.1,0.0,0
AC092440.1,0.0,0
AC092436.4,0.0,0
VSX2,0.0,0
AL139423.1,0.0,0
AC131649.1,0.0,0
AC131532.1,0.0,0
AP002833.2,0.0,0
AC131182.1,0.0,0
IL17C,0.0,0
AC131274.1,0.0,0
AC131254.3,0.0,0
AC131254.1,0.0,0
AC092436.2,0.0,0
AC092435.3,0.0,0
AC092435.2,0.0,0
AC092435.1,0.0,0
AC092422.1,0.0,0
AC092384.2,0.0,0
AC092378.2,0.0,0
AC092608.1,0.0,0
AC092590.1,0.0,0
AC092574.2,0.0,0
IGLON5,0.0,0
AC133961.1,0.0,0
AC134772.1,0.0,0
AC134669.1,0.0,0
AC134508.1,0.0,0
KCND3-AS1,0.0,0
KCNC2,0.0,0
DPP10-AS3,0.0,0
AC010619.1,0.0,0
DPEP3,0.0,0
DPEP2NB,0.0,0
AC134407.1,0.0,0
AC010834.1,0.0,0
AC134312.4,0.0,0
AC008878.3,0.0,0
AC134312.2,0.0,0
AC134312.1,0.0,0
AC010857.1,0.0,0
AC069257.3,0.0,0
AC069257.1,0.0,0
AC069235.1,0.0,0
KCNK16,0.0,0
DOCK4-AS1,0.0,0
KCNQ1DN,0.0,0
AC010880.1,0.0,0
AP002892.1,0.0,0
AC092941.1,0.0,0
AC092920.1,0.0,0
KCNK18,0.0,0
AC134312.3,0.0,0
AC092994.1,0.0,0
AC092979.1,0.0,0
AC092966.1,0.0,0
AC092958.2,0.0,0
AC092958.1,0.0,0
AC092957.1,0.0,0
AC004805.1,0.0,0
KCNAB1-AS1,0.0,0
KAZN-AS1,0.0,0
DPYD-AS2,0.0,0
DPYD-AS1,0.0,0
DPRX,0.0,0
AC010616.2,0.0,0
DPPA3,0.0,0
AC008938.1,0.0,0
AL391335.1,0.0,0
TEX43,0.0,0
TEX36-AS1,0.0,0
TEX36,0.0,0
TEX35,0.0,0
TEX33,0.0,0
TEX28,0.0,0
AC010618.2,0.0,0
TEX26,0.0,0
TEX19,0.0,0
TEX101,0.0,0
AC007527.2,0.0,0
AC007513.1,0.0,0
TFAP2D,0.0,0
AC093074.1,0.0,0
KCNU1,0.0,0
AC069368.1,0.0,0
AC069360.1,0.0,0
AC069287.3,0.0,0
AC010776.1,0.0,0
AC135050.4,0.0,0
AC135050.2,0.0,0
AL139161.1,0.0,0
AC093297.1,0.0,0
AC093292.1,0.0,0
AC093283.1,0.0,0
KDM4E,0.0,0
AC093117.1,0.0,0
AC093110.1,0.0,0
KCNH4,0.0,0
AL139161.2,0.0,0
AC069155.1,0.0,0
AC069133.1,0.0,0
AL139193.1,0.0,0
AL139193.2,0.0,0
AC135586.2,0.0,0
KF456478.1,0.0,0
AC004817.4,0.0,0
AC008937.2,0.0,0
AC008937.1,0.0,0
AC008906.2,0.0,0
AC008897.2,0.0,0
AC008894.1,0.0,0
AL611929.1,0.0,0
DNAJB8-AS1,0.0,0
KCNG4,0.0,0
DOCK9-AS1,0.0,0
KCNJ18,0.0,0
AC134980.2,0.0,0
AC069287.1,0.0,0
AC069285.1,0.0,0
AC069281.1,0.0,0
AP002892.2,0.0,0
KCNS2,0.0,0
KCNQ5-AS1,0.0,0
DNAJC5G,0.0,0
AC093152.1,0.0,0
KCNV2,0.0,0
AP002893.1,0.0,0
AC010768.2,0.0,0
AC010745.5,0.0,0
KCNMA1-AS3,0.0,0
KCNMA1-AS1,0.0,0
DNASE2B,0.0,0
AC069272.1,0.0,0
AC138207.5,0.0,0
AC093227.2,0.0,0
AC010754.1,0.0,0
AC093158.1,0.0,0
AC093155.3,0.0,0
AC093154.1,0.0,0
AC093334.1,0.0,0
AC093331.2,0.0,0
AC093305.1,0.0,0
AC010745.2,0.0,0
ISM1-AS1,0.0,0
ISL1,0.0,0
DUXB,0.0,0
DUXA,0.0,0
DUX4,0.0,0
DUSP27,0.0,0
AC073188.2,0.0,0
DYNAP,0.0,0
DYDC1,0.0,0
IRS4,0.0,0
WARS2-IT1,0.0,0
AC092902.3,0.0,0
AC092849.2,0.0,0
AC092839.2,0.0,0
AC093001.1,0.0,0
AC073263.2,0.0,0
AC073257.2,0.0,0
AC073218.1,0.0,0
AC073188.3,0.0,0
DUSP13,0.0,0
DUPD1,0.0,0
ITIH6,0.0,0
AC073176.3,0.0,0
AC073172.2,0.0,0
AC073167.1,0.0,0
DSPP,0.0,0
AC073111.3,0.0,0
AC073111.1,0.0,0
AC073094.1,0.0,0
DSG1,0.0,0
AC008878.2,0.0,0
AC008878.1,0.0,0
TERB2,0.0,0
TERB1,0.0,0
AC010761.3,0.0,0
AL391421.1,0.0,0
AL391415.1,0.0,0
AL391361.3,0.0,0
AL391336.1,0.0,0
AC073311.1,0.0,0
IRGC,0.0,0
ISY1-RAB43,0.0,0
ISX-AS1,0.0,0
ISX,0.0,0
AC004817.1,0.0,0
AC010761.4,0.0,0
AC010761.5,0.0,0
AC132807.1,0.0,0
AC132803.1,0.0,0
AC132219.1,0.0,0
AC131971.1,0.0,0
AC073321.1,0.0,0
AC010768.1,0.0,0
AC073316.1,0.0,0
AC073314.1,0.0,0
AC008825.1,0.0,0
DSG4,0.0,0
DSG3,0.0,0
DSG1-AS1,0.0,0
ISPD-AS1,0.0,0
DPYSL5,0.0,0
AC069503.3,0.0,0
AC069444.1,0.0,0
AC069439.2,0.0,0
AC069437.1,0.0,0
DPP9-AS1,0.0,0
AC133485.5,0.0,0
AC133485.3,0.0,0
AC133106.1,0.0,0
AC133065.1,0.0,0
AL355001.1,0.0,0
AL355073.1,0.0,0
AC092813.1,0.0,0
AC092811.2,0.0,0
AC073082.1,0.0,0
AC135012.3,0.0,0
AC135012.1,0.0,0
ABCC12,0.0,0
AC073023.1,0.0,0
AC072022.1,0.0,0
AC069549.1,0.0,0
AC069540.2,0.0,0
DRD5,0.0,0
KCNA7,0.0,0
KCNA1,0.0,0
ABCA9-AS1,0.0,0
AL139397.1,0.0,0
AC133785.1,0.0,0
AC133634.1,0.0,0
AC093019.2,0.0,0
AC092916.1,0.0,0
DSCAM-AS1,0.0,0
WASHC5-AS1,0.0,0
AL139352.1,0.0,0
AC092832.2,0.0,0
AC073071.1,0.0,0
AC073062.1,0.0,0
RPS6KA2-AS1,0.0,0
AC073050.1,0.0,0
AC073130.2,0.0,0
ITIH4-AS1,0.0,0
ITGB5-AS1,0.0,0
AC092810.3,0.0,0
DRD3,0.0,0
AC010636.1,0.0,0
RPTN,0.0,0
DRGX,0.0,0
JAKMIP2-AS1,0.0,0
JADRR,0.0,0
IZUMO3,0.0,0
IZUMO2,0.0,0
AC069431.1,0.0,0
JRKL-AS1,0.0,0
JPH3,0.0,0
AC010624.3,0.0,0
AC133919.2,0.0,0
AC073127.1,0.0,0
AC073115.2,0.0,0
AC010634.1,0.0,0
DSC1,0.0,0
LINC01598,0.0,0
LINC01596,0.0,0
LINC01595,0.0,0
LINC01646,0.0,0
LINC01643,0.0,0
LINC01641,0.0,0
LINC01640,0.0,0
LINC01634,0.0,0
LINC01633,0.0,0
LINC01632,0.0,0
LINC01674,0.0,0
LINC01673,0.0,0
LINC01672,0.0,0
AC011287.2,0.0,0
AC233296.1,0.0,0
AC231533.1,0.0,0
AL138900.1,0.0,0
AL138900.2,0.0,0
LINC01620,0.0,0
LINC01667,0.0,0
LINC01664,0.0,0
LINC01663,0.0,0
LINC01662,0.0,0
LINC01661,0.0,0
LINC01658,0.0,0
LINC01656,0.0,0
LINC01692,0.0,0
LINC01691,0.0,0
LINC01669,0.0,0
LINC01579,0.0,0
LINC01593,0.0,0
AL138881.1,0.0,0
LINC01591,0.0,0
LINC01586,0.0,0
LINC01630,0.0,0
AL138885.2,0.0,0
LINC01627,0.0,0
LINC01626,0.0,0
ABCC5-AS1,0.0,0
AL138889.1,0.0,0
AC233702.7,0.0,0
AC233702.5,0.0,0
LINC01570,0.0,0
AC215217.1,0.0,0
LINC01567,0.0,0
LINC01566,0.0,0
LINC01616,0.0,0
LINC01614,0.0,0
AL138895.1,0.0,0
LINC01611,0.0,0
LINC01609,0.0,0
LINC01655,0.0,0
LINC01654,0.0,0
LINC01653,0.0,0
LINC01649,0.0,0
LINC01648,0.0,0
AC217774.1,0.0,0
AC215522.3,0.0,0
LINC01568,0.0,0
LINC01682,0.0,0
LINC01681,0.0,0
LINC01677,0.0,0
LINC01676,0.0,0
LINC01710,0.0,0
LINC01709,0.0,0
LINC01708,0.0,0
LINC01717,0.0,0
LINC01716,0.0,0
XKR5,0.0,0
LINC01713,0.0,0
LINC01712,0.0,0
LINC01747,0.0,0
LINC01690,0.0,0
LINC01745,0.0,0
LINC01744,0.0,0
AC239727.1,0.0,0
AC239584.1,0.0,0
AC237221.1,0.0,0
AC236972.3,0.0,0
LINC01701,0.0,0
LINC01700,0.0,0
LINC01699,0.0,0
LINC01783,0.0,0
AC004542.2,0.0,0
LINC01776,0.0,0
LINC01743,0.0,0
LINC01741,0.0,0
LINC01746,0.0,0
LINC01689,0.0,0
AL138902.1,0.0,0
AL138775.1,0.0,0
AL138787.2,0.0,0
AL138789.1,0.0,0
LINC01707,0.0,0
LINC01706,0.0,0
AL359979.1,0.0,0
AL359924.1,0.0,0
AL138799.4,0.0,0
AC009034.1,0.0,0
AC009021.2,0.0,0
AL713923.1,0.0,0
AL713851.2,0.0,0
LINC01683,0.0,0
AL691520.1,0.0,0
AL691515.2,0.0,0
AL691497.1,0.0,0
SMILR,0.0,0
AL359922.1,0.0,0
AL359918.2,0.0,0
LINC01698,0.0,0
LINC01729,0.0,0
LINC01726,0.0,0
AL138916.1,0.0,0
AC234781.1,0.0,0
AC234778.2,0.0,0
AC234582.2,0.0,0
AL138921.2,0.0,0
AL713851.1,0.0,0
LINC01444,0.0,0
LINC01492,0.0,0
LINC01491,0.0,0
LINC01490,0.0,0
LINC01489,0.0,0
LINC01488,0.0,0
AP000781.2,0.0,0
SH2D4B,0.0,0
AP000688.3,0.0,0
LINC01433,0.0,0
LINC01429,0.0,0
AP000688.4,0.0,0
LINC01427,0.0,0
LINC01580,0.0,0
LINC01483,0.0,0
LINC01479,0.0,0
LINC01478,0.0,0
LINC01477,0.0,0
LINC01476,0.0,0
AC095032.2,0.0,0
AC095030.1,0.0,0
AC011306.1,0.0,0
AC004551.1,0.0,0
LINC01456,0.0,0
LINC01455,0.0,0
LINC01450,0.0,0
LINC01449,0.0,0
LINC01448,0.0,0
LINC01486,0.0,0
LINC01442,0.0,0
LINC01440,0.0,0
AC145285.3,0.0,0
AC145207.8,0.0,0
AC145207.7,0.0,0
AC145207.4,0.0,0
LINC01375,0.0,0
LINC01366,0.0,0
LINC01365,0.0,0
LINC01364,0.0,0
LINC01363,0.0,0
LINC01425,0.0,0
LINC01419,0.0,0
AC005943.1,0.0,0
LINC01445,0.0,0
LINC01468,0.0,0
LINC01467,0.0,0
SHANK1,0.0,0
SHANK2-AS2,0.0,0
AC145422.1,0.0,0
AC145350.4,0.0,0
AC145350.2,0.0,0
LINC01405,0.0,0
LINC01402,0.0,0
LINC01397,0.0,0
LINC01396,0.0,0
LINC01394,0.0,0
LINC01447,0.0,0
SHANK2-AS3,0.0,0
LINC01471,0.0,0
AC148477.1,0.0,0
LINC01537,0.0,0
LINC01533,0.0,0
LINC01531,0.0,0
LINC01527,0.0,0
LINC01525,0.0,0
XIRP2,0.0,0
LINC01522,0.0,0
LINC01520,0.0,0
CYP7A1,0.0,0
CYP4Z1,0.0,0
LINC01511,0.0,0
LINC01509,0.0,0
LINC01502,0.0,0
AL360004.1,0.0,0
LINC01500,0.0,0
LINC01565,0.0,0
LINC01563,0.0,0
LINC01608,0.0,0
LINC01605,0.0,0
LINC01603,0.0,0
XIRP2-AS1,0.0,0
LINC01553,0.0,0
AL138830.2,0.0,0
LINC01549,0.0,0
LINC01548,0.0,0
LINC01584,0.0,0
LINC01583,0.0,0
LINC01581,0.0,0
LINC01501,0.0,0
AC004554.2,0.0,0
DAB1-AS1,0.0,0
LINC01499,0.0,0
LINC01498,0.0,0
LINC01496,0.0,0
LINC01495,0.0,0
LINC01494,0.0,0
LINC01493,0.0,0
LINC01518,0.0,0
LINC01516,0.0,0
LINC01514,0.0,0
AC004584.1,0.0,0
AC187653.1,0.0,0
LINC01487,0.0,0
AL360227.1,0.0,0
AC095033.1,0.0,0
SMCO1,0.0,0
AC009063.3,0.0,0
AC009063.2,0.0,0
AC009055.2,0.0,0
AC009055.1,0.0,0
AL670729.2,0.0,0
AL670729.1,0.0,0
AL669970.3,0.0,0
TLE7,0.0,0
TKTL2,0.0,0
AL360294.1,0.0,0
AL360268.2,0.0,0
AL360268.1,0.0,0
AC004593.1,0.0,0
LINC01937,0.0,0
LINC01935,0.0,0
AC243756.1,0.0,0
AC243654.1,0.0,0
AC243571.2,0.0,0
LINC01939,0.0,0
LINC01938,0.0,0
LINC01973,0.0,0
LINC01972,0.0,0
AL137856.1,0.0,0
LINC01929,0.0,0
AL138478.1,0.0,0
LINC01927,0.0,0
LINC01740,0.0,0
LINC01925,0.0,0
LINC01923,0.0,0
LINC01922,0.0,0
LINC01920,0.0,0
LINC01919,0.0,0
LINC01953,0.0,0
LINC01951,0.0,0
LINC01958,0.0,0
LINC01995,0.0,0
LINC01994,0.0,0
LINC01993,0.0,0
LINC01992,0.0,0
LINC01991,0.0,0
AL138686.1,0.0,0
LINC01926,0.0,0
LINC01898,0.0,0
LINC01897,0.0,0
AC004690.2,0.0,0
AC243562.3,0.0,0
AC243547.3,0.0,0
AC243547.1,0.0,0
AC242988.1,0.0,0
AL138767.1,0.0,0
LINC01895,0.0,0
LINC01894,0.0,0
LINC01893,0.0,0
LINC01892,0.0,0
LINC01891,0.0,0
LINC01889,0.0,0
LINC01902,0.0,0
LINC01887,0.0,0
LINC01885,0.0,0
LINC01883,0.0,0
LINC01916,0.0,0
LINC01950,0.0,0
AL138767.2,0.0,0
LINC01913,0.0,0
LINC01912,0.0,0
LINC01911,0.0,0
LINC01910,0.0,0
LINC01908,0.0,0
AL137804.1,0.0,0
LINC01906,0.0,0
LINC01903,0.0,0
LINC01888,0.0,0
AL713998.1,0.0,0
AC009088.2,0.0,0
AC009087.1,0.0,0
AC009086.2,0.0,0
AC009081.1,0.0,0
AC007327.2,0.0,0
AC007325.1,0.0,0
AC007314.1,0.0,0
AC011330.3,0.0,0
AC243836.1,0.0,0
AC244035.2,0.0,0
AC244035.1,0.0,0
AC243972.1,0.0,0
AL138690.1,0.0,0
LINC02005,0.0,0
LINC02003,0.0,0
LINC02002,0.0,0
LINC01999,0.0,0
LINC01998,0.0,0
LINC01997,0.0,0
LINC02037,0.0,0
LINC02034,0.0,0
AC011362.1,0.0,0
LINC02031,0.0,0
AC243967.3,0.0,0
AC243967.2,0.0,0
LINC02039,0.0,0
LINC02070,0.0,0
LINC02008,0.0,0
AL138808.1,0.0,0
AL138812.1,0.0,0
LINC01947,0.0,0
LINC01946,0.0,0
LINC01945,0.0,0
LINC01942,0.0,0
LINC01941,0.0,0
LINC01940,0.0,0
LINC01989,0.0,0
LINC01988,0.0,0
LINC01984,0.0,0
LINC01982,0.0,0
LINC01981,0.0,0
AL138830.1,0.0,0
AL713999.1,0.0,0
LINC02016,0.0,0
LINC02014,0.0,0
LINC02011,0.0,0
AC244093.5,0.0,0
LINC01969,0.0,0
LINC01968,0.0,0
AC004470.1,0.0,0
LINC01960,0.0,0
LINC01959,0.0,0
AC243967.1,0.0,0
AC243960.3,0.0,0
AL731567.1,0.0,0
AL731563.2,0.0,0
AL731537.2,0.0,0
XXYLT1-AS1,0.0,0
AC011290.1,0.0,0
TLR8-AS1,0.0,0
AP003170.3,0.0,0
AL683807.2,0.0,0
AL672291.1,0.0,0
AP003181.1,0.0,0
AC009090.2,0.0,0
AC009041.3,0.0,0
AC007376.2,0.0,0
AP003306.1,0.0,0
AC007368.2,0.0,0
AC007362.1,0.0,0
LINC01805,0.0,0
LINC01899,0.0,0
LINC01840,0.0,0
LINC01839,0.0,0
LINC01838,0.0,0
LINC01837,0.0,0
AC242022.1,0.0,0
AC241644.3,0.0,0
LINC01796,0.0,0
LINC01795,0.0,0
LINC01794,0.0,0
LINC01793,0.0,0
LINC01792,0.0,0
LINC01791,0.0,0
LINC01790,0.0,0
LINC01787,0.0,0
LINC01804,0.0,0
AC004543.1,0.0,0
LINC01735,0.0,0
LINC01734,0.0,0
LINC01733,0.0,0
LINC01732,0.0,0
LINC01731,0.0,0
ROPN1L-AS1,0.0,0
ROR1-AS1,0.0,0
LINC01722,0.0,0
LINC01720,0.0,0
AC007359.1,0.0,0
AC007349.4,0.0,0
RORA-AS2,0.0,0
LINC01774,0.0,0
LINC01817,0.0,0
AP003390.2,0.0,0
LINC01767,0.0,0
LINC01766,0.0,0
AP003392.1,0.0,0
LINC01797,0.0,0
LINC01763,0.0,0
LINC01761,0.0,0
LINC01756,0.0,0
LINC01754,0.0,0
LINC01753,0.0,0
LINC01749,0.0,0
LINC01821,0.0,0
LINC01820,0.0,0
LINC01818,0.0,0
LINC01770,0.0,0
AC004594.1,0.0,0
AC004596.1,0.0,0
AL360013.2,0.0,0
AC004597.1,0.0,0
AC009075.1,0.0,0
AC009065.7,0.0,0
AC009065.6,0.0,0
AC009065.3,0.0,0
SMAD1-AS2,0.0,0
AC004637.1,0.0,0
SLURP1,0.0,0
AL691442.1,0.0,0
AL691420.1,0.0,0
TMC2,0.0,0
LINC01832,0.0,0
TLX1NB,0.0,0
AC007336.2,0.0,0
AC004672.1,0.0,0
LINC01872,0.0,0
LINC01870,0.0,0
LINC01868,0.0,0
LINC01866,0.0,0
LINC01865,0.0,0
LINC01864,0.0,0
LINC01862,0.0,0
LINC01861,0.0,0
LINC01859,0.0,0
LINC01901,0.0,0
LINC01900,0.0,0
TLX2,0.0,0
LINC01830,0.0,0
LINC01826,0.0,0
LINC01824,0.0,0
LINC01823,0.0,0
LINC01822,0.0,0
LINC01858,0.0,0
LINC01856,0.0,0
LINC01854,0.0,0
LINC01853,0.0,0
AC239802.2,0.0,0
AC239802.1,0.0,0
LINC01813,0.0,0
LINC01812,0.0,0
LINC01808,0.0,0
AC241644.1,0.0,0
AC004471.1,0.0,0
LINC01851,0.0,0
LINC01850,0.0,0
LINC01848,0.0,0
LINC01847,0.0,0
LINC01846,0.0,0
LINC01845,0.0,0
LINC01842,0.0,0
LINC01841,0.0,0
LINC01880,0.0,0
LINC01878,0.0,0
LINC01877,0.0,0
AC004471.2,0.0,0
AC004477.2,0.0,0
AP003351.1,0.0,0
LINC00583,0.0,0
AC139491.1,0.0,0
AC139149.1,0.0,0
LINC00581,0.0,0
AL139011.2,0.0,0
LINC00575,0.0,0
LINC00572,0.0,0
LINC00570,0.0,0
LINC00567,0.0,0
LINC00566,0.0,0
LINC00564,0.0,0
LINC00616,0.0,0
LINC00615,0.0,0
LINC01387,0.0,0
LINC00609,0.0,0
LINC00608,0.0,0
AC139099.1,0.0,0
AL139021.1,0.0,0
AC093904.1,0.0,0
AC093903.1,0.0,0
AC093899.2,0.0,0
LINC00620,0.0,0
LINC00658,0.0,0
LINC00656,0.0,0
LINC00606,0.0,0
LINC00604,0.0,0
LINC00596,0.0,0
AC093911.1,0.0,0
LINC00613,0.0,0
AC139491.4,0.0,0
RP1L1,0.0,0
LINC00518,0.0,0
LINC00517,0.0,0
LINC00508,0.0,0
LINC00502,0.0,0
LINC00500,0.0,0
LINC00499,0.0,0
LINC00563,0.0,0
LINC00559,0.0,0
RPE65,0.0,0
LINC00550,0.0,0
AC011043.2,0.0,0
AC011120.1,0.0,0
LINC00587,0.0,0
AC138965.1,0.0,0
AC138956.2,0.0,0
AC138956.1,0.0,0
AC138932.2,0.0,0
AC138915.3,0.0,0
AC138907.2,0.0,0
AC138904.3,0.0,0
AC011124.1,0.0,0
LINC00547,0.0,0
LINC00538,0.0,0
LINC00536,0.0,0
LINC00529,0.0,0
LINC00589,0.0,0
LINC00588,0.0,0
LINC00486,0.0,0
LINC00705,0.0,0
LINC00703,0.0,0
LINC00866,0.0,0
AC011139.1,0.0,0
AC139718.2,0.0,0
AC139718.1,0.0,0
AC011243.1,0.0,0
AL365255.1,0.0,0
AL365232.1,0.0,0
AL365204.2,0.0,0
AL365204.1,0.0,0
AL365184.2,0.0,0
AL365184.1,0.0,0
AC093909.4,0.0,0
RORB-AS1,0.0,0
AP003086.2,0.0,0
SMIM23,0.0,0
SMIM21,0.0,0
AL672142.1,0.0,0
AL672032.1,0.0,0
SMIM9,0.0,0
AL365181.1,0.0,0
LINC00879,0.0,0
LINC00868,0.0,0
LINC00928,0.0,0
LINC00922,0.0,0
AP003096.1,0.0,0
AP003097.2,0.0,0
AC008945.1,0.0,0
AC093909.2,0.0,0
AC093904.3,0.0,0
AL139021.2,0.0,0
AC004692.2,0.0,0
AC139712.3,0.0,0
AC139530.2,0.0,0
LINC00687,0.0,0
LINC00682,0.0,0
LINC00681,0.0,0
LINC00678,0.0,0
LINC00677,0.0,0
LINC00676,0.0,0
AC004702.1,0.0,0
AC004704.1,0.0,0
LINC00708,0.0,0
AC094108.1,0.0,0
LINC00701,0.0,0
LINC00700,0.0,0
LINC00698,0.0,0
AC004775.1,0.0,0
AC139792.1,0.0,0
AC139769.2,0.0,0
AC139722.1,0.0,0
AC139720.2,0.0,0
LINC00841,0.0,0
LINC00838,0.0,0
LINC00837,0.0,0
AC010907.1,0.0,0
LINC00709,0.0,0
AC004707.1,0.0,0
AC007450.1,0.0,0
AC007448.2,0.0,0
AC007431.2,0.0,0
AC007431.1,0.0,0
AC007422.2,0.0,0
AC011257.1,0.0,0
AC011284.1,0.0,0
LINC00317,0.0,0
LINC00368,0.0,0
LINC00366,0.0,0
LINC00365,0.0,0
LINC00437,0.0,0
AC073957.1,0.0,0
AP003128.1,0.0,0
LINC00430,0.0,0
LINC00427,0.0,0
LINC00351,0.0,0
LINC00349,0.0,0
LINC00347,0.0,0
AC010978.1,0.0,0
LINC00332,0.0,0
LINC00330,0.0,0
LINC00387,0.0,0
LINC00383,0.0,0
AC138781.1,0.0,0
AC138761.3,0.0,0
AC138696.1,0.0,0
AC138647.1,0.0,0
LINC00433,0.0,0
AC138207.1,0.0,0
DCAF8L2,0.0,0
DCAF4L2,0.0,0
LINC00244,0.0,0
LINC00229,0.0,0
LINC00303,0.0,0
LINC00316,0.0,0
LINC00315,0.0,0
AC010967.1,0.0,0
LINC00308,0.0,0
LINC00307,0.0,0
LINC00364,0.0,0
LINC00358,0.0,0
LINC00353,0.0,0
AC007463.1,0.0,0
AC011247.2,0.0,0
AC138360.1,0.0,0
AC138356.3,0.0,0
AC138305.2,0.0,0
LINC00290,0.0,0
LINC00272,0.0,0
LINC00269,0.0,0
LINC00382,0.0,0
AC007495.2,0.0,0
AC007495.1,0.0,0
AC007494.2,0.0,0
AC007493.2,0.0,0
AC007493.1,0.0,0
AC007491.1,0.0,0
LINC00352,0.0,0
LINC00519,0.0,0
LINC00459,0.0,0
LINC00458,0.0,0
LINC00457,0.0,0
LINC00456,0.0,0
LINC00454,0.0,0
LINC00452,0.0,0
LINC00448,0.0,0
LINC00445,0.0,0
LINC00442,0.0,0
LINC00498,0.0,0
LINC00491,0.0,0
LINC00489,0.0,0
LINC00485,0.0,0
AC138646.1,0.0,0
SMIM34A,0.0,0
AC009019.1,0.0,0
AC008993.4,0.0,0
AC008992.1,0.0,0
AC008991.1,0.0,0
AC008982.1,0.0,0
AL662860.1,0.0,0
AL662844.3,0.0,0
AL365318.1,0.0,0
AL365277.1,0.0,0
AL365273.2,0.0,0
WFDC6,0.0,0
AL365258.1,0.0,0
LINC00477,0.0,0
SMIM36,0.0,0
AC138625.2,0.0,0
AC138625.1,0.0,0
AC138512.1,0.0,0
AC138474.1,0.0,0
LINC00381,0.0,0
LINC00378,0.0,0
LINC00377,0.0,0
LINC00376,0.0,0
LINC00375,0.0,0
LINC00374,0.0,0
LINC00370,0.0,0
AC004801.3,0.0,0
AC004801.4,0.0,0
LINC00424,0.0,0
WFDC13,0.0,0
LINC00407,0.0,0
LINC00398,0.0,0
LINC00397,0.0,0
LINC00395,0.0,0
LINC00393,0.0,0
LINC00392,0.0,0
LINC00469,0.0,0
LINC00463,0.0,0
WFDC10A,0.0,0
WFDC11,0.0,0
AC138811.2,0.0,0
AC138811.1,0.0,0
LINC00474,0.0,0
LINC00523,0.0,0
LINC00423,0.0,0
LINC01201,0.0,0
LINC01249,0.0,0
LINC01248,0.0,0
LINC01247,0.0,0
LINC01258,0.0,0
LINC01257,0.0,0
LINC01256,0.0,0
LINC01255,0.0,0
LINC01254,0.0,0
LINC01250,0.0,0
LINC01299,0.0,0
LINC01298,0.0,0
LINC01297,0.0,0
LINC00854,0.0,0
LINC01291,0.0,0
AC144450.1,0.0,0
AC142391.1,0.0,0
AC141930.1,0.0,0
LINC01241,0.0,0
LINC01231,0.0,0
